Index,Start Time (s),End Time (s),Device,Input Type
491,23.9960711002,24.0122659206,tpu,image
492,24.0122659206,24.0122659206,tpu,image
493,24.0122659206,24.0122659206,tpu,image
494,24.0122659206,24.0122659206,tpu,image
495,24.0122659206,24.0122659206,tpu,image
496,24.0122659206,24.0285470486,tpu,image
497,24.0285470486,24.0298671722,tpu,image
498,24.0298671722,24.0298671722,tpu,image
499,24.0298671722,24.0298671722,tpu,image
500,24.0298671722,24.0298671722,tpu,image
501,24.0298671722,24.0438439846,tpu,image
502,24.0438439846,24.0438439846,tpu,image
503,24.0438439846,24.0438439846,tpu,image
504,24.0438439846,24.0438439846,tpu,image
505,24.0438439846,24.0438439846,tpu,image
506,24.0438439846,24.0596795082,tpu,image
507,24.0596795082,24.0596795082,tpu,image
508,24.0596795082,24.0596795082,tpu,image
509,24.0596795082,24.0596795082,tpu,image
510,24.0596795082,24.0596795082,tpu,image
511,24.0596795082,24.0754718781,tpu,image
512,24.0754718781,24.0754718781,tpu,image
513,24.0754718781,24.0754718781,tpu,image
514,24.0754718781,24.0754718781,tpu,image
515,24.0754718781,24.0754718781,tpu,image
516,24.0754718781,24.0928378105,tpu,image
517,24.0928378105,24.0928378105,tpu,image
518,24.0928378105,24.0928378105,tpu,image
519,24.0928378105,24.0928378105,tpu,image
520,24.0928378105,24.0928378105,tpu,image
521,24.0928378105,24.1072063446,tpu,image
522,24.1072063446,24.1072063446,tpu,image
523,24.1072063446,24.1072063446,tpu,image
524,24.1072063446,24.1072063446,tpu,image
525,24.1072063446,24.1072063446,tpu,image
526,24.1072063446,24.1244628429,tpu,image
527,24.1244628429,24.1244628429,tpu,image
528,24.1244628429,24.1244628429,tpu,image
529,24.1244628429,24.1244628429,tpu,image
530,24.1244628429,24.1244628429,tpu,image
531,24.1244628429,24.1392130852,tpu,image
532,24.1392130852,24.1392130852,tpu,image
533,24.1392130852,24.1392130852,tpu,image
534,24.1392130852,24.1392130852,tpu,image
535,24.1392130852,24.1392130852,tpu,image
536,24.1392130852,24.1574628353,tpu,image
537,24.1574628353,24.1574628353,tpu,image
538,24.1574628353,24.1574628353,tpu,image
539,24.1574628353,24.1574628353,tpu,image
540,24.1574628353,24.1574628353,tpu,image
541,24.1711063385,24.1711063385,tpu,image
542,24.1711063385,24.1711063385,tpu,image
543,24.1711063385,24.1711063385,tpu,image
544,24.1711063385,24.1711063385,tpu,image
545,24.1711063385,24.1711063385,tpu,image
546,24.1870434284,24.1870434284,tpu,image
547,24.1870434284,24.1870434284,tpu,image
548,24.1870434284,24.1870434284,tpu,image
549,24.1870434284,24.1870434284,tpu,image
550,24.1870434284,24.2031695843,tpu,image
551,24.2031695843,24.2031695843,tpu,image
552,24.2031695843,24.2031695843,tpu,image
553,24.2031695843,24.2031695843,tpu,image
554,24.2031695843,24.2031695843,tpu,image
555,24.2031695843,24.2189552784,tpu,image
556,24.2189552784,24.2189552784,tpu,image
557,24.2189552784,24.2189552784,tpu,image
558,24.2189552784,24.2189552784,tpu,image
559,24.2189552784,24.2346372604,tpu,image
560,24.2346372604,24.2379076481,tpu,image
561,24.2379076481,24.2379076481,tpu,image
562,24.2379076481,24.2379076481,tpu,image
563,24.2379076481,24.2379076481,tpu,image
564,24.2379076481,24.2504491806,tpu,image
565,24.2504491806,24.2504491806,tpu,image
566,24.2504491806,24.2504491806,tpu,image
567,24.2504491806,24.2504491806,tpu,image
568,24.2504491806,24.2504491806,tpu,image
569,24.2665600777,24.2665600777,tpu,image
570,24.2665600777,24.2665600777,tpu,image
571,24.2665600777,24.2665600777,tpu,image
572,24.2665600777,24.2665600777,tpu,image
573,31.0966193676,31.0966193676,tpu,image
574,31.1054933071,31.1061165333,tpu,image
575,31.1061165333,31.1110208035,tpu,image
576,31.1115524769,31.1123495102,tpu,image
577,31.1123495102,31.1123495102,tpu,image
578,31.1123495102,31.1123495102,tpu,image
579,31.1123495102,31.1123495102,tpu,image
580,31.1123495102,31.1270339489,tpu,image
581,31.1270339489,31.1270339489,tpu,image
582,31.1270339489,31.1270339489,tpu,image
583,31.1270339489,31.1270339489,tpu,image
584,31.1270339489,31.1270339489,tpu,image
585,31.1270339489,31.1427485943,tpu,image
586,31.1427485943,31.1427485943,tpu,image
587,31.1427485943,31.1427485943,tpu,image
588,31.1427485943,31.1427485943,tpu,image
589,31.1427485943,31.1427485943,tpu,image
590,31.1587760448,31.161634922,tpu,image
591,31.161634922,31.1646559238,tpu,image
592,31.1646559238,31.1646559238,tpu,image
593,31.1646559238,31.1646559238,tpu,image
594,31.1646559238,31.1753866673,tpu,image
595,31.1753866673,31.1753866673,tpu,image
596,31.1753866673,31.1753866673,tpu,image
597,31.1753866673,31.1753866673,tpu,image
598,31.1753866673,31.1753866673,tpu,image
599,31.1753866673,31.1923470497,tpu,image
600,31.1923470497,31.1923470497,tpu,image
601,31.1923470497,31.1923470497,tpu,image
602,31.1923470497,31.1923470497,tpu,image
603,31.1923470497,31.1923470497,tpu,image
604,31.206638813,31.206638813,tpu,image
605,31.206638813,31.206638813,tpu,image
606,31.206638813,31.206638813,tpu,image
607,31.206638813,31.206638813,tpu,image
608,31.206638813,31.2225301266,tpu,image
609,31.2225301266,31.2225301266,tpu,image
610,31.2225301266,31.2225301266,tpu,image
611,31.2225301266,31.2225301266,tpu,image
612,31.2225301266,31.2225301266,tpu,image
613,31.2390239239,31.2395460606,tpu,image
614,31.2395460606,31.2395460606,tpu,image
615,31.2395460606,31.2395460606,tpu,image
616,31.2395460606,31.2395460606,tpu,image
617,31.2395460606,31.2543208599,tpu,image
618,31.2543208599,31.2543208599,tpu,image
619,31.2543208599,31.2543208599,tpu,image
620,31.2543208599,31.2543208599,tpu,image
621,31.2543208599,31.2543208599,tpu,image
622,31.2543208599,31.2723612785,tpu,image
623,31.2723612785,31.2723612785,tpu,image
624,31.2723612785,31.2723612785,tpu,image
625,31.2723612785,31.2723612785,tpu,image
626,31.2723612785,31.2861800194,tpu,image
627,31.2861800194,31.2861800194,tpu,image
628,31.2861800194,31.2861800194,tpu,image
629,31.2861800194,31.2861800194,tpu,image
630,31.2861800194,31.2861800194,tpu,image
631,31.2861800194,31.3021733761,tpu,image
632,31.3021733761,31.3021733761,tpu,image
633,31.3021733761,31.3021733761,tpu,image
634,31.3021733761,31.3021733761,tpu,image
